JCAT,Name,TDate,Program,Category,Result
S53485,Starlink-4430,,Starlink 1.5 G3,COM,S
S53486,Starlink-4431,,Starlink 1.5 G3,COM,S
S53487,Starlink-4432,,Starlink 1.5 G3,COM,S
S53488,Starlink-4421,,Starlink 1.5 G3,COM,S
S53489,Starlink-4392,,Starlink 1.5 G3,COM,S
S53490,Starlink-4387,,Starlink 1.5 G3,COM,S
S53491,Starlink-4450,,Starlink 1.5 G3,COM,S
S53492,Starlink-4451,,Starlink 1.5 G3,COM,S
S53493,Starlink-4361,,Starlink 1.5 G3,COM,S
S53494,Starlink-4340,,Starlink 1.5 G3,COM,S
S53495,Starlink-4429,,Starlink 1.5 G3,COM,S
S53496,Starlink-4465,,Starlink 1.5 G3,COM,S
S53497,Starlink-4453,,Starlink 1.5 G3,COM,S
S53498,Starlink-4439,,Starlink 1.5 G3,COM,S
S53499,Starlink-4454,,Starlink 1.5 G3,COM,S
S53500,Starlink-4455,,Starlink 1.5 G3,COM,S
S53501,Starlink-4434,,Starlink 1.5 G3,COM,S
S53502,Starlink-4435,,Starlink 1.5 G3,COM,S
S53503,Starlink-4461,,Starlink 1.5 G3,COM,S
S53504,Starlink-4448,,Starlink 1.5 G3,COM,S
S53505,Starlink-4446,,Starlink 1.5 G3,COM,S
S53506,Starlink-4437,,Starlink 1.5 G3,COM,S
S53507,Starlink-4444,2025 May  7?,Starlink 1.5 G3,COM,S
S53508,Starlink-4443,,Starlink 1.5 G3,COM,S
S53509,Starlink-4402,,Starlink 1.5 G3,COM,S
S53510,Starlink-4441,2025 Apr  3?,Starlink 1.5 G3,COM,S
S53521,USA 337,,ESPASAT,TECH*,S
S53522,Yaogan 35 04 zu A xing,2024 Feb,YG-35AB,SIG,S
S53523,CZ-2D Deorbit Sail 3,2023 Mar,SAST LV,TECH,S
S53524,Yaogan 35 04 zu C xing,,YG-35C,SIG,S
S53526,Yaogan 35 04 zu B xing,,YG-35AB,SIG,S
S53527,Starlink-4511,2025 Nov  6?,Starlink 1.5 G4,COM,S
S53528,Starlink-4503,,Starlink 1.5 G4,COM,S
S53529,Starlink-4478,,Starlink 1.5 G4,COM,S
S53530,Starlink-4482,,Starlink 1.5 G4,COM,S
S53531,Starlink-4487,,Starlink 1.5 G4,COM,S
S53532,Starlink-4483,,Starlink 1.5 G4,COM,S
S53533,Starlink-4493,,Starlink 1.5 G4,COM,S
S53534,Starlink-4488,2025 Jan  4?,Starlink 1.5 G4,COM,S
S53535,Starlink-4138,,Starlink 1.5 G4,COM,S
S53536,Starlink-4053,,Starlink 1.5 G4,COM,S
S53537,Starlink-4120,,Starlink 1.5 G4,COM,S
S53538,Starlink-4118,,Starlink 1.5 G4,COM,S
S53539,Starlink-4123,,Starlink 1.5 G4,COM,S
S53540,Starlink-4486,,Starlink 1.5 G4,COM,S
S53541,Starlink-4485,,Starlink 1.5 G4,COM,S
S53542,Starlink-4489,,Starlink 1.5 G4,COM,S
S53543,Starlink-4297,,Starlink 1.5 G4,COM,S
S53544,Starlink-4303,,Starlink 1.5 G4,COM,S
S53545,Starlink-4475,,Starlink 1.5 G4,COM,S
S53546,Starlink-4477,,Starlink 1.5 G4,COM,S
S53547,Starlink-4474,,Starlink 1.5 G4,COM,S
S53548,Starlink-4513,,Starlink 1.5 G4,COM,S
S53549,Starlink-4516,2024 Aug 26?,Starlink 1.5 G4,COM,S
S53550,Starlink-4518,,Starlink 1.5 G4,COM,S
S53551,Starlink-4514,,Starlink 1.5 G4,COM,S
S53552,Starlink-4495,,Starlink 1.5 G4,COM,S
S53553,Starlink-4501,,Starlink 1.5 G4,COM,S
S53554,Starlink-4506,,Starlink 1.5 G4,COM,S
S53555,Starlink-4504,,Starlink 1.5 G4,COM,S
S53556,Starlink-4505,,Starlink 1.5 G4,COM,S
S53557,Starlink-4502,,Starlink 1.5 G4,COM,S
S53558,Starlink-4494,,Starlink 1.5 G4,COM,S
S53559,Starlink-4508,,Starlink 1.5 G4,COM,S
S53560,Starlink-4564,,Starlink 1.5 G4,COM,S
S53561,Starlink-4563,,Starlink 1.5 G4,COM,S
S53562,Starlink-4565,,Starlink 1.5 G4,COM,S
S53563,Starlink-4561,,Starlink 1.5 G4,COM,S
S53564,Starlink-4577,,Starlink 1.5 G4,COM,S
S53565,Starlink-4575,,Starlink 1.5 G4,COM,S
S53566,Starlink-4576,,Starlink 1.5 G4,COM,S
S53567,Starlink-4585,,Starlink 1.5 G4,COM,S
S53568,Starlink-4583,,Starlink 1.5 G4,COM,S
S53569,Starlink-4582,,Starlink 1.5 G4,COM,S
S53570,Starlink-4550,,Starlink 1.5 G4,COM,S
S53571,Starlink-4584,,Starlink 1.5 G4,COM,S
S53572,Starlink-4555,,Starlink 1.5 G4,COM,S
S53573,Starlink-4547,2025 Oct 19,Starlink 1.5 G4,COM,S
S53574,Starlink-4559,,Starlink 1.5 G4,COM,S
S53575,Starlink-4551,,Starlink 1.5 G4,COM,S
S53576,Starlink-4581,,Starlink 1.5 G4,COM,S
S53577,Starlink-4553,,Starlink 1.5 G4,COM,S
S53578,Starlink-4556,,Starlink 1.5 G4,COM,S
S53579,Starlink-4580,,Starlink 1.5 G4,COM,S
S53586,Chuangxin-16A,,CX-16,TECH,S
S53587,Beijing san hao B xing,,21AT,IMG,S
S53588,Starlink-4691,,Starlink 1.5 G4,COM,S
S53589,Starlink-4673,,Starlink 1.5 G4,COM,S
S53590,Starlink-4689,,Starlink 1.5 G4,COM,S
S53591,Starlink-4674,,Starlink 1.5 G4,COM,S
S53592,Starlink-4672,,Starlink 1.5 G4,COM,S
S53593,Starlink-4671,2024 Aug 12?,Starlink 1.5 G4,COM,S
S53594,Starlink-4681,,Starlink 1.5 G4,COM,S
S53595,Starlink-4684,,Starlink 1.5 G4,COM,S
S53596,Starlink-4668,2023 Dec 24?,Starlink 1.5 G4,COM,S
S53597,Starlink-4682,2024 Oct 14?,Starlink 1.5 G4,COM,S
S53598,Starlink-4676,,Starlink 1.5 G4,COM,S
S53599,Starlink-4665,2022 Oct 23,Starlink 1.5 G4,COM,S
S53600,Starlink-4677,,Starlink 1.5 G4,COM,S
S53601,Starlink-4675,,Starlink 1.5 G4,COM,S
S53602,Starlink-4648,,Starlink 1.5 G4,COM,S
S53603,Starlink-4692,,Starlink 1.5 G4,COM,S
S53604,Starlink-4690,,Starlink 1.5 G4,COM,S
S53605,Starlink-4693,,Starlink 1.5 G4,COM,S
S53606,Starlink-4590,,Starlink 1.5 G4,COM,S
S53607,Starlink-4591,,Starlink 1.5 G4,COM,S
S53608,Starlink-4647,,Starlink 1.5 G4,COM,S
S53609,Starlink-4660,,Starlink 1.5 G4,COM,S
S53610,Starlink-4610,,Starlink 1.5 G4,COM,S
S53611,Starlink-4650,2025 Mar 12?,Starlink 1.5 G4,COM,S
S53612,Starlink-4658,,Starlink 1.5 G4,COM,S
S53613,Starlink-4655,,Starlink 1.5 G4,COM,S
S53614,Starlink-4654,2022 Sep  1?,Starlink 1.5 G4,COM,S
S53615,Starlink-4653,2022 Sep 10?,Starlink 1.5 G4,COM,S
S53616,Starlink-4605,,Starlink 1.5 G4,COM,S
S53617,Starlink-4601,2024 Dec  7?,Starlink 1.5 G4,COM,S
S53618,Starlink-4604,2025 Apr  4?,Starlink 1.5 G4,COM,S
S53619,Starlink-4609,,Starlink 1.5 G4,COM,S
S53620,Starlink-4615,,Starlink 1.5 G4,COM,S
S53621,Starlink-4608,,Starlink 1.5 G4,COM,S
S53622,Starlink-4568,,Starlink 1.5 G4,COM,S
S53623,Starlink-4573,,Starlink 1.5 G4,COM,S
S53624,Starlink-4596,,Starlink 1.5 G4,COM,S
S53625,Starlink-4603,2024 Dec 21?,Starlink 1.5 G4,COM,S
S53626,Starlink-4554,,Starlink 1.5 G4,COM,S
S53627,Starlink-4595,,Starlink 1.5 G4,COM,S
S53628,Starlink-4600,,Starlink 1.5 G4,COM,S
S53629,Starlink-4602,,Starlink 1.5 G4,COM,S
S53630,Starlink-4598,,Starlink 1.5 G4,COM,S
S53631,Starlink-4599,,Starlink 1.5 G4,COM,S
S53632,Starlink-4606,,Starlink 1.5 G4,COM,S
S53633,Starlink-4593,,Starlink 1.5 G4,COM,S
S53634,Starlink-4592,,Starlink 1.5 G4,COM,S
S53635,Starlink-4587,,Starlink 1.5 G4,COM,S
S53636,Starlink-4586,,Starlink 1.5 G4,COM,S
S53637,Starlink-4396,,Starlink 1.5 G4,COM,S
S53638,Starlink-4594,,Starlink 1.5 G4,COM,S
S53639,Starlink-4422,,Starlink 1.5 G4,COM,S
S53640,Starlink-4597,,Starlink 1.5 G4,COM,S
S53641,Starlink-4588,,Starlink 1.5 G4,COM,S
S53648,Starlink-4622,,Starlink 1.5 G3,COM,S
S53649,Starlink-4386,,Starlink 1.5 G3,COM,S
S53650,Starlink-4380,,Starlink 1.5 G3,COM,S
S53651,Starlink-4388,,Starlink 1.5 G3,COM,S
S53652,Starlink-4374,,Starlink 1.5 G3,COM,S
S53653,Starlink-4390,,Starlink 1.5 G3,COM,S
S53654,Starlink-4420,,Starlink 1.5 G3,COM,S
S53655,Starlink-4470,,Starlink 1.5 G3,COM,S
S53656,Starlink-4466,,Starlink 1.5 G3,COM,S
S53657,Starlink-4469,,Starlink 1.5 G3,COM,S
S53658,Starlink-4452,,Starlink 1.5 G3,COM,S
S53659,Starlink-4463,,Starlink 1.5 G3,COM,S
S53660,Starlink-4473,,Starlink 1.5 G3,COM,S
S53661,Starlink-4472,,Starlink 1.5 G3,COM,S
S53662,Starlink-4357,,Starlink 1.5 G3,COM,S
S53663,Starlink-4457,,Starlink 1.5 G3,COM,S
S53664,Starlink-4471,,Starlink 1.5 G3,COM,S
S53665,Starlink-4334,,Starlink 1.5 G3,COM,S
S53666,Starlink-4449,2025 Apr 18?,Starlink 1.5 G3,COM,S
S53667,Starlink-4406,,Starlink 1.5 G3,COM,S
S53668,Starlink-4458,,Starlink 1.5 G3,COM,S
S53669,Starlink-4464,,Starlink 1.5 G3,COM,S
S53670,Starlink-4459,,Starlink 1.5 G3,COM,S
S53671,Starlink-4440,,Starlink 1.5 G3,COM,S
S53672,Starlink-4428,,Starlink 1.5 G3,COM,S
S53673,Starlink-4456,,Starlink 1.5 G3,COM,S
S53674,Starlink-4620,,Starlink 1.5 G3,COM,S
S53675,Starlink-4617,,Starlink 1.5 G3,COM,S
S53676,Starlink-4621,,Starlink 1.5 G3,COM,S
S53677,Starlink-4579,,Starlink 1.5 G3,COM,S
S53678,Starlink-4418,2025 Apr 25?,Starlink 1.5 G3,COM,S
S53679,Starlink-4632,,Starlink 1.5 G3,COM,S
S53680,Starlink-4630,,Starlink 1.5 G3,COM,S
S53681,Starlink-4424,,Starlink 1.5 G3,COM,S
S53682,Starlink-4438,,Starlink 1.5 G3,COM,S
S53683,Starlink-4625,,Starlink 1.5 G3,COM,S
S53684,Starlink-4624,,Starlink 1.5 G3,COM,S
S53685,Starlink-4626,,Starlink 1.5 G3,COM,S
S53686,Starlink-4467,,Starlink 1.5 G3,COM,S
S53687,Starlink-4569,,Starlink 1.5 G3,COM,S
S53688,Starlink-4571,,Starlink 1.5 G3,COM,S
S53689,Starlink-4562,2025 Apr 10?,Starlink 1.5 G3,COM,S
S53690,Starlink-4570,,Starlink 1.5 G3,COM,S
S53691,Starlink-4560,,Starlink 1.5 G3,COM,S
S53692,Starlink-4572,,Starlink 1.5 G3,COM,S
S53693,Starlink-4566,,Starlink 1.5 G3,COM,S
S53698,Yaogan 33 hao 03 xing,,YW-RC,IMG-R?,S
S53700,Starlink-4725,,Starlink 1.5 G4,COM,S
S53701,Starlink-4711,,Starlink 1.5 G4,COM,S
S53702,Starlink-4724,,Starlink 1.5 G4,COM,S
S53703,Starlink-4731,,Starlink 1.5 G4,COM,S
S53704,Starlink-4714,,Starlink 1.5 G4,COM,S
S53705,Starlink-4717,,Starlink 1.5 G4,COM,S
S53706,Starlink-4716,,Starlink 1.5 G4,COM,S
S53707,Starlink-4667,,Starlink 1.5 G4,COM,S
S53708,Starlink-4694,,Starlink 1.5 G4,COM,S
S53709,Starlink-4685,,Starlink 1.5 G4,COM,S
S53710,Starlink-4696,2022 Oct 23?,Starlink 1.5 G4,COM,S
S53711,Starlink-4627,,Starlink 1.5 G4,COM,S
S53712,Starlink-4683,,Starlink 1.5 G4,COM,S
S53713,Starlink-4698,2024 Aug 17?,Starlink 1.5 G4,COM,S
S53714,Starlink-4688,2024 Dec 22?,Starlink 1.5 G4,COM,S
S53715,Starlink-4686,,Starlink 1.5 G4,COM,S
S53716,Starlink-4699,,Starlink 1.5 G4,COM,S
S53717,Starlink-4702,2022 Oct 23?,Starlink 1.5 G4,COM,S
S53718,Starlink-4695,,Starlink 1.5 G4,COM,S
S53719,Starlink-4644,,Starlink 1.5 G4,COM,S
S53720,Starlink-4642,,Starlink 1.5 G4,COM,S
S53721,Starlink-4707,,Starlink 1.5 G4,COM,S
S53722,Starlink-4700,,Starlink 1.5 G4,COM,S
S53723,Starlink-4705,,Starlink 1.5 G4,COM,S
S53724,Starlink-4663,,Starlink 1.5 G4,COM,S
S53725,Starlink-4704,2022 Oct 29,Starlink 1.5 G4,COM,S
S53726,Starlink-4697,,Starlink 1.5 G4,COM,S
S53727,Starlink-4701,,Starlink 1.5 G4,COM,S
S53728,Starlink-4640,,Starlink 1.5 G4,COM,S
S53729,Starlink-4651,,Starlink 1.5 G4,COM,S
S53730,Starlink-4641,,Starlink 1.5 G4,COM,S
S53731,Starlink-4636,,Starlink 1.5 G4,COM,S
S53732,Starlink-4661,,Starlink 1.5 G4,COM,S
S53733,Starlink-4574,,Starlink 1.5 G4,COM,S
S53734,Starlink-4616,,Starlink 1.5 G4,COM,S
S53735,Starlink-4618,,Starlink 1.5 G4,COM,S
S53736,Starlink-4652,,Starlink 1.5 G4,COM,S
S53737,Starlink-4646,,Starlink 1.5 G4,COM,S
S53738,Starlink-4662,,Starlink 1.5 G4,COM,S
S53739,Starlink-4613,2022 Sep  6?,Starlink 1.5 G4,COM,S
S53740,Starlink-4607,,Starlink 1.5 G4,COM,S
S53741,Starlink-4614,2025 Jul 19?,Starlink 1.5 G4,COM,S
S53742,Starlink-4637,,Starlink 1.5 G4,COM,S
S53743,Starlink-4645,,Starlink 1.5 G4,COM,S
S53744,Starlink-4670,,Starlink 1.5 G4,COM,S
S53745,Starlink-4656,,Starlink 1.5 G4,COM,S
S53746,Starlink-4589,,Starlink 1.5 G4,COM,S
S53747,Starlink-4657,2022 Sep  5 0323?,Starlink 1.5 G4,COM,S
S53748,Starlink-4669,2025 Feb  1?,Starlink 1.5 G4,COM,S
S53749,Starlink-4680,2024 Jul  5?,Starlink 1.5 G4,COM,S
S53750,Starlink-4612,,Starlink 1.5 G4,COM,S
S53754,Sherpa-LTC2,,SFLIN,COM,S
S53757,Xiangrikui S3 weixing,,Centispace,NAV/COM,S
S53758,Xiangrikui S4 weixing,,Centispace,NAV/COM,S
S53760,Yaogan 35 05 zu 01 xing,2024 Feb?,YG-35AB,SIG,S
S53761,Yaogan 35 05 zu 03 xing,,YG-35C,SIG,S
S53763,Yaogan 35 05 zu 02 xing,,YG-35AB,SIG,S
S53764,CZ-2D Deorbit Sail 4,2023 Mar,SAST LV,TECH,S
S53765,EUTELSAT KONNNECT VHTS,,Eut Special,COM,S
S53767,D3,2023 Mar?,USALA,TECH,S
S53768,BeaverCube,2022 Sep  6?,MIT Cube,TECH,S
S53769,CLICK A,2023 Mar?,Ames,TECH,S
S53770,CapSat-1,2023 Jan?,Weiss,TECH,S
S53771,Jagsat,2022 Oct?,ERAU,TECH,S
S53773,Starlink-4718,,Starlink 1.5 G4,COM,S
S53774,Starlink-4719,,Starlink 1.5 G4,COM,S
S53775,Starlink-4722,,Starlink 1.5 G4,COM,S
S53776,Starlink-4708,2025 Jul 23?,Starlink 1.5 G4,COM,S
S53777,Starlink-4664,,Starlink 1.5 G4,COM,S
S53778,Starlink-4709,,Starlink 1.5 G4,COM,S
S53779,Starlink-4706,,Starlink 1.5 G4,COM,S
S53780,Starlink-4678,,Starlink 1.5 G4,COM,S
S53781,Starlink-4462,,Starlink 1.5 G4,COM,S
S53782,Starlink-4679,,Starlink 1.5 G4,COM,S
S53783,Starlink-4536,,Starlink 1.5 G4,COM,S
S53784,Starlink-4687,,Starlink 1.5 G4,COM,S
S53785,Starlink-4638,2022 Nov 11,Starlink 1.5 G4,COM,S
S53786,Starlink-4631,2025 Jun 23?,Starlink 1.5 G4,COM,S
S53787,Starlink-4743,,Starlink 1.5 G4,COM,S
S53788,Starlink-4744,2022 Nov  9?,Starlink 1.5 G4,COM,S
S53789,Starlink-4666,,Starlink 1.5 G4,COM,S
S53790,Starlink-4734,,Starlink 1.5 G4,COM,S
S53791,Starlink-4736,2022 Sep 11 0324?,Starlink 1.5 G4,COM,S
S53792,Starlink-4739,,Starlink 1.5 G4,COM,S
S53793,Starlink-4728,,Starlink 1.5 G4,COM,S
S53794,Starlink-4730,,Starlink 1.5 G4,COM,S
S53795,Starlink-4742,,Starlink 1.5 G4,COM,S
S53796,Starlink-4721,2024 Jul 18?,Starlink 1.5 G4,COM,S
S53797,Starlink-4723,,Starlink 1.5 G4,COM,S
S53798,Starlink-4712,,Starlink 1.5 G4,COM,S
S53799,Starlink-4710,,Starlink 1.5 G4,COM,S
S53800,Starlink-4720,,Starlink 1.5 G4,COM,S
S53801,Starlink-4715,,Starlink 1.5 G4,COM,S
S53802,Starlink-4726,,Starlink 1.5 G4,COM,S
S53803,Starlink-4727,,Starlink 1.5 G4,COM,S
S53804,Starlink-4729,,Starlink 1.5 G4,COM,S
S53805,Starlink-4763,,Starlink 1.5 G4,COM,S
S53806,Starlink-4768,,Starlink 1.5 G4,COM,S
S53807,BlueWalker 3,,BlueWalker,COM,S
S53813,Zhongxing 1E,,Fenghuo,COM,S
S53815,StriX-1,,Synspective,IMG-R,S
S53818,Starlink-4749,2024 Jul  6?,Starlink 1.5 G4,COM,S
S53819,Starlink-4738,,Starlink 1.5 G4,COM,S
S53820,Starlink-4758,,Starlink 1.5 G4,COM,S
S53821,Starlink-4752,2025 Jun  3?,Starlink 1.5 G4,COM,S
S53822,Starlink-4713,2022 Oct  6,Starlink 1.5 G4,COM,S
S53823,Starlink-4748,,Starlink 1.5 G4,COM,S
S53824,Starlink-4757,,Starlink 1.5 G4,COM,S
S53825,Starlink-4751,,Starlink 1.5 G4,COM,S
S53826,Starlink-4756,,Starlink 1.5 G4,COM,S
S53827,Starlink-4764,,Starlink 1.5 G4,COM,S
S53828,Starlink-4760,,Starlink 1.5 G4,COM,S
S53829,Starlink-4759,,Starlink 1.5 G4,COM,S
S53830,Starlink-4761,,Starlink 1.5 G4,COM,S
S53831,Starlink-4649,,Starlink 1.5 G4,COM,S
S53832,Starlink-4747,,Starlink 1.5 G4,COM,S
S53833,Starlink-4771,,Starlink 1.5 G4,COM,S
S53834,Starlink-4737,,Starlink 1.5 G4,COM,S
S53835,Starlink-4783,,Starlink 1.5 G4,COM,S
S53836,Starlink-4778,,Starlink 1.5 G4,COM,S
S53837,Starlink-4776,,Starlink 1.5 G4,COM,S
S53838,Starlink-4773,,Starlink 1.5 G4,COM,S
S53839,Starlink-4784,,Starlink 1.5 G4,COM,S
S53840,Starlink-4766,,Starlink 1.5 G4,COM,S
S53841,Starlink-4750,,Starlink 1.5 G4,COM,S
S53842,Starlink-4754,,Starlink 1.5 G4,COM,S
S53843,Starlink-4769,,Starlink 1.5 G4,COM,S
S53844,Starlink-4745,,Starlink 1.5 G4,COM,S
S53845,Starlink-4753,,Starlink 1.5 G4,COM,S
S53846,Starlink-4746,,Starlink 1.5 G4,COM,S
S53847,Starlink-4777,,Starlink 1.5 G4,COM,S
S53848,Starlink-4780,,Starlink 1.5 G4,COM,S
S53849,Starlink-4770,,Starlink 1.5 G4,COM,S
S53850,Starlink-4767,,Starlink 1.5 G4,COM,S
S53851,Starlink-4755,,Starlink 1.5 G4,COM,S
S53852,Starlink-4797,,Starlink 1.5 G4,COM,S
S53853,Starlink-4794,,Starlink 1.5 G4,COM,S
S53854,Starlink-4800,,Starlink 1.5 G4,COM,S
S53855,Starlink-4703,,Starlink 1.5 G4,COM,S
S53856,Starlink-4795,,Starlink 1.5 G4,COM,S
S53857,Starlink-4809,,Starlink 1.5 G4,COM,S
S53858,Starlink-4798,,Starlink 1.5 G4,COM,S
S53859,Starlink-4790,,Starlink 1.5 G4,COM,S
S53860,Starlink-4799,,Starlink 1.5 G4,COM,S
S53861,Starlink-4781,,Starlink 1.5 G4,COM,S
S53862,Starlink-4792,2024 Dec 20?,Starlink 1.5 G4,COM,S
S53863,Starlink-4788,,Starlink 1.5 G4,COM,S
S53864,Starlink-4779,,Starlink 1.5 G4,COM,S
S53865,Starlink-4785,2024 Dec 20?,Starlink 1.5 G4,COM,S
S53866,Starlink-4762,,Starlink 1.5 G4,COM,S
S53867,Starlink-4793,,Starlink 1.5 G4,COM,S
S53868,Starlink-4789,,Starlink 1.5 G4,COM,S
S53869,Starlink-4810,,Starlink 1.5 G4,COM,S
S53870,Starlink-4732,,Starlink 1.5 G4,COM,S
S53871,Starlink-4740,,Starlink 1.5 G4,COM,S
S53876,Chuangxin-16B,2023 Jan  1?,CX-16,TECH,S
S53877,Yunhai yi hao 03 xing,,Yunhai-1,MET,S
S53879,Soyuz MS-22,2023 Mar 28 1145:58,Soyuz MS,SS,S
S53883,USA 338,,CRYSTAL 5,IMG*,S
S53884,Shiyan 14 hao weixing,2024 Jul 17?,SW14,TECH,S
S53885,Shiyan 15 hao weixing,2024 Oct?,SW14,IMG,S
S53886,Starlink-5028,,Starlink 1.5 G4,COM,S
S53887,Starlink-5029,,Starlink 1.5 G4,COM,S
S53888,Starlink-5034,,Starlink 1.5 G4,COM,S
S53889,Starlink-5031,,Starlink 1.5 G4,COM,S
S53890,Starlink-5050,,Starlink 1.5 G4,COM,S
S53891,Starlink-5041,,Starlink 1.5 G4,COM,S
S53892,Starlink-5046,,Starlink 1.5 G4,COM,S
S53893,Starlink-5052,,Starlink 1.5 G4,COM,S
S53894,Starlink-5043,,Starlink 1.5 G4,COM,S
S53895,Starlink-5032,,Starlink 1.5 G4,COM,S
S53896,Starlink-5037,,Starlink 1.5 G4,COM,S
S53897,Starlink-5035,,Starlink 1.5 G4,COM,S
S53898,Starlink-5044,,Starlink 1.5 G4,COM,S
S53899,Starlink-5042,,Starlink 1.5 G4,COM,S
S53900,Starlink-5045,,Starlink 1.5 G4,COM,S
S53901,Starlink-5024,,Starlink 1.5 G4,COM,S
S53902,Starlink-5021,,Starlink 1.5 G4,COM,S
S53903,Starlink-5022,,Starlink 1.5 G4,COM,S
S53904,Starlink-4787,,Starlink 1.5 G4,COM,S
S53905,Starlink-5003,,Starlink 1.5 G4,COM,S
S53906,Starlink-5054,,Starlink 1.5 G4,COM,S
S53907,Starlink-5063,2025 Feb 16?,Starlink 1.5 G4,COM,S
S53908,Starlink-5057,,Starlink 1.5 G4,COM,S
S53909,Starlink-4796,,Starlink 1.5 G4,COM,S
S53910,Starlink-5056,2025 Nov  8?,Starlink 1.5 G4,COM,S
S53911,Starlink-5048,,Starlink 1.5 G4,COM,S
S53912,Starlink-5059,,Starlink 1.5 G4,COM,S
S53913,Starlink-5053,,Starlink 1.5 G4,COM,S
S53914,Starlink-5040,,Starlink 1.5 G4,COM,S
S53915,Starlink-5017,,Starlink 1.5 G4,COM,S
S53916,Starlink-5051,,Starlink 1.5 G4,COM,S
S53917,Starlink-5036,,Starlink 1.5 G4,COM,S
S53918,Starlink-5012,,Starlink 1.5 G4,COM,S
S53919,Starlink-5023,,Starlink 1.5 G4,COM,S
S53920,Starlink-5025,,Starlink 1.5 G4,COM,S
S53921,Starlink-5005,2022 Oct 24,Starlink 1.5 G4,COM,S
S53922,Starlink-5002,,Starlink 1.5 G4,COM,S
S53923,Starlink-5004,,Starlink 1.5 G4,COM,S
S53924,Starlink-5001,,Starlink 1.5 G4,COM,S
S53925,Starlink-5011,,Starlink 1.5 G4,COM,S
S53926,Starlink-5014,,Starlink 1.5 G4,COM,S
S53927,Starlink-5008,2024 Aug  3?,Starlink 1.5 G4,COM,S
S53928,Starlink-5009,,Starlink 1.5 G4,COM,S
S53929,Starlink-5018,,Starlink 1.5 G4,COM,S
S53930,Starlink-5010,,Starlink 1.5 G4,COM,S
S53931,Starlink-5015,2025 Nov 15?,Starlink 1.5 G4,COM,S
S53932,Starlink-4772,,Starlink 1.5 G4,COM,S
S53933,Starlink-4782,,Starlink 1.5 G4,COM,S
S53934,Starlink-4775,,Starlink 1.5 G4,COM,S
S53935,Starlink-5000,,Starlink 1.5 G4,COM,S
S53936,Starlink-4791,,Starlink 1.5 G4,COM,S
S53937,Starlink-4765,2024 Dec 28?,Starlink 1.5 G4,COM,S
S53943,Yaogan 36 01 zu A xing,,YG-36AB,SIG,S
S53945,CZ-2D Deorbit Sail 5,2022 Oct?,SAST LV,TECH,S
S53946,Yaogan 36 01 zu B xing,2023 Feb 28,YG-36AB,SIG,S
S53947,Yaogan 36 01 zu C xing,,YG-36C,SIG,S
S53948,Shiyan 16A,2025 Feb?,SW16,TECH,S
S53949,Shiyan 16B,2024 Sep?,SW16,TECH,S
S53950,Shiyan 17,2025 Jun?,SW14,TECH,S
S53951,SELFIESAT,2024 Aug?,NTNU,TECH,S
S53955,TIS Serenity,2022 Oct  5?,TIS,COM,S
S53956,ASTROLAND-1,2022 Oct  5?,AMEA,COM,S
S53957,TechEdSat-15,2022 Oct  5?,TES,TECH,S
S53958,ASTROLAND-2,2022 Oct  5?,AMEA,COM,S
S53960,SES 20,,SES,COM,S
S53961,SES 21,,SES,COM,S
S53963,Endurance Crew-5,2023 Mar 12 0202,Dragon 2,SS,S
S53964,Starlink-4633,,Starlink 1.5 G4,COM,S
S53965,Starlink-4578,,Starlink 1.5 G4,COM,S
S53966,Starlink-4635,,Starlink 1.5 G4,COM,S
S53967,Starlink-4634,,Starlink 1.5 G4,COM,S
S53968,Starlink-4629,,Starlink 1.5 G4,COM,S
S53969,Starlink-4468,,Starlink 1.5 G4,COM,S
S53970,Starlink-4567,,Starlink 1.5 G4,COM,S
S53971,Starlink-4639,,Starlink 1.5 G4,COM,S
S53972,Starlink-5157,2024 May 21,Starlink 1.5 G4,COM,S
S53973,Starlink-5156,,Starlink 1.5 G4,COM,S
S53974,Starlink-5159,,Starlink 1.5 G4,COM,S
S53975,Starlink-5137,,Starlink 1.5 G4,COM,S
S53976,Starlink-5134,,Starlink 1.5 G4,COM,S
S53977,Starlink-5094,,Starlink 1.5 G4,COM,S
S53978,Starlink-5148,,Starlink 1.5 G4,COM,S
S53979,Starlink-5123,,Starlink 1.5 G4,COM,S
S53980,Starlink-5133,,Starlink 1.5 G4,COM,S
S53981,Starlink-5149,,Starlink 1.5 G4,COM,S
S53982,Starlink-5120,,Starlink 1.5 G4,COM,S
S53983,Starlink-5103,,Starlink 1.5 G4,COM,S
S53984,Starlink-5142,,Starlink 1.5 G4,COM,S
S53985,Starlink-5147,,Starlink 1.5 G4,COM,S
S53986,Starlink-5119,,Starlink 1.5 G4,COM,S
S53987,Starlink-5112,2025 Feb 21?,Starlink 1.5 G4,COM,S
S53988,Starlink-5113,,Starlink 1.5 G4,COM,S
S53989,Starlink-5115,2024 Dec 17?,Starlink 1.5 G4,COM,S
S53990,Starlink-5075,2024 Aug 21?,Starlink 1.5 G4,COM,S
S53991,Starlink-5118,,Starlink 1.5 G4,COM,S
S53992,Starlink-5108,,Starlink 1.5 G4,COM,S
S53993,Starlink-5121,,Starlink 1.5 G4,COM,S
S53994,Starlink-5125,,Starlink 1.5 G4,COM,S
S53995,Starlink-5097,,Starlink 1.5 G4,COM,S
